ID,Descrip,Energy,Protein,Fat,Carbohydrate,Sugar,Fiber,Vitamin A,Vitamin B-6,Vitamin B-12,Vitamin C,Vitamin E,Folate,Niacin,Riboflavin,Thiamin,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Selenium,Zinc,FoV
9149,"Kumquats, raw",71,1.88,0.86,15.9,9.36,6.5,15,0.036,0,43.9,0.15,17,0.429,0.09,0.037,62,0.095,0.86,20,0.135,19,0,0.17,Fruit
9150,"Lemons, raw, without peel",29,1.1,0.3,9.32,2.5,2.8,1,0.08,0,53,0.15,11,0.1,0.02,0.04,26,0.037,0.6,8,0.03,16,0.4,0.06,Fruit
9152,"Lemon juice, raw",22,0.35,0.24,6.9,2.52,0.3,0,0.046,0,38.7,0.15,20,0.091,0.015,0.024,6,0.016,0.08,6,0.012,8,0.1,0.05,Fruit
9153,"Lemon juice, canned or bottled",21,0.4,0.29,6.48,2.4,0.4,1,0.043,0,24.8,0.15,10,0.197,0.009,0.041,11,0.037,0.13,8,0.02,9,0.1,0.06,Fruit
9154,"Lemon juice, frozen, unsweetened, single strength",22,0.46,0.32,6.5,2.4,0.4,1,0.06,0,31.5,0.08,10,0.137,0.013,0.059,8,0.03,0.12,8,0.03,8,0.1,0.05,Fruit
9156,"Lemon peel, raw",47,1.5,0.3,16,4.17,10.6,3,0.172,0,129,0.25,13,0.4,0.08,0.06,134,0.092,0.8,15,0,12,0.7,0.25,Fruit
9159,"Limes, raw",30,0.7,0.2,10.54,1.69,2.8,2,0.043,0,29.1,0.22,8,0.2,0.02,0.03,33,0.065,0.6,6,0.008,18,0.4,0.11,Fruit
9160,"Lime juice, raw",25,0.42,0.07,8.42,1.69,0.4,2,0.038,0,30,0.22,10,0.142,0.015,0.025,14,0.027,0.09,8,0.018,14,0.1,0.08,Fruit
9161,"Lime juice, canned or bottled, unsweetened",21,0.25,0.23,6.69,1.37,0.4,1,0.027,0,6.4,0.12,8,0.163,0.003,0.033,12,0.03,0.23,7,0.008,10,0.1,0.06,Fruit
9163,"Blueberries, dried, sweetened",317,2.5,2.5,80,67.5,7.5,7,0.152,0,23.8,2.35,12,1.154,0.127,0.092,19,0.16,0.9,18,0,36,0.6,0.49,Fruit
9164,"Litchis, raw",66,0.83,0.44,16.53,15.23,1.3,0,0.1,0,71.5,0.07,14,0.603,0.065,0.011,5,0.148,0.31,10,0.055,31,0.6,0.07,Fruit
9165,"Litchis, dried",277,3.8,1.2,70.7,66.1,4.6,0,0.09,0,183,0.31,12,3.1,0.57,0.01,33,0.631,1.7,42,0.234,181,1.3,0.28,Fruit
9167,"Loganberries, frozen",55,1.52,0.31,13.02,7.7,5.3,2,0.065,0,15.3,0.87,26,0.84,0.034,0.05,26,0.117,0.64,21,1.247,26,0.2,0.34,Fruit
9172,"Longans, raw",60,1.31,0.1,15.14,0,1.1,0,0,0,84,0,0,0.3,0.14,0.031,1,0.169,0.13,10,0.052,21,0,0.05,Fruit
9173,"Longans, dried",286,4.9,0.4,74,0,0,0,0,0,28,0,0,1,0.5,0.04,45,0.807,5.4,46,0.248,196,0,0.22,Fruit
9174,"Loquats, raw",47,0.43,0.2,12.14,0,1.7,76,0.1,0,1,0,14,0.18,0.024,0.019,16,0.04,0.28,13,0.148,27,0.6,0.05,Fruit
9175,"Mammy-apple, (mamey), raw",51,0.5,0.5,12.5,0,3,12,0.1,0,14,0,14,0.4,0.04,0.02,11,0.086,0.7,16,0,11,0.6,0.1,Fruit
9176,"Mangos, raw",60,0.82,0.38,14.98,13.66,1.6,54,0.119,0,36.4,0.9,43,0.669,0.038,0.028,11,0.111,0.16,10,0.063,14,0.6,0.09,Fruit
9177,"Mangosteen, canned, syrup pack",73,0.41,0.58,17.91,0,1.8,2,0.018,0,2.9,0,31,0.286,0.054,0.054,12,0.069,0.3,13,0.102,8,0,0.21,Fruit
9181,"Melons, cantaloupe, raw",34,0.84,0.19,8.16,7.86,0.9,169,0.072,0,36.7,0.05,21,0.734,0.019,0.041,9,0.041,0.21,12,0.041,15,0.4,0.18,Fruit
9183,"Melons, casaba, raw",28,1.11,0.1,6.58,5.69,0.9,0,0.163,0,21.8,0.05,8,0.232,0.031,0.015,11,0.06,0.34,11,0.035,5,0.4,0.07,Fruit
9184,"Melons, honeydew, raw",36,0.54,0.14,9.09,8.12,0.8,3,0.088,0,18,0.02,19,0.418,0.012,0.038,6,0.024,0.17,10,0.027,11,0.7,0.09,Fruit
9185,"Melon balls, frozen",33,0.84,0.25,7.94,0,0.7,89,0.106,0,6.2,0,26,0.64,0.022,0.166,10,0.06,0.29,14,0.04,12,0,0.17,Fruit
9190,"Mulberries, raw",43,1.44,0.39,9.8,8.1,1.7,1,0.05,0,36.4,0.87,6,0.62,0.101,0.029,39,0.06,1.85,18,0,38,0.6,0.12,Fruit
9191,"Nectarines, raw",44,1.06,0.32,10.55,7.89,1.7,17,0.025,0,5.4,0.77,5,1.125,0.027,0.034,6,0.086,0.28,9,0.054,26,0,0.17,Fruit
9192,"Oheloberries, raw",28,0.38,0.22,6.84,0,0,42,0,0,6,0,0,0.27,0.036,0.017,7,0,0.09,6,0,10,0,0,Fruit
9193,"Olives, ripe, canned (small-extra large)",115,0.84,10.68,6.26,0,3.2,20,0.009,0,0.9,1.65,0,0.037,0,0.003,88,0.251,3.3,4,0.02,3,0.9,0.22,Fruit
9194,"Olives, ripe, canned (jumbo-super colossal)",81,0.97,6.87,5.61,0,2.5,17,0.012,0,1.5,1.65,0,0.022,0,0.003,94,0.226,3.32,4,0.02,3,0.9,0.22,Fruit
9195,"Olives, pickled, canned or bottled, green",145,1.03,15.32,3.84,0.54,3.3,20,0.031,0,0,3.81,3,0.237,0.007,0.021,52,0.12,0.49,11,0,4,0.9,0.04,Fruit
9200,"Oranges, raw, all commercial varieties",47,0.94,0.12,11.75,9.35,2.4,11,0.06,0,53.2,0.18,30,0.282,0.04,0.087,40,0.045,0.1,10,0.025,14,0.5,0.07,Fruit
9201,"Oranges, raw, California, valencias",49,1.04,0.3,11.89,0,2.5,12,0.063,0,48.5,0,39,0.274,0.04,0.087,40,0.037,0.09,10,0.023,17,0,0.06,Fruit
9202,"Oranges, raw, navels",49,0.91,0.15,12.54,8.5,2.2,12,0.079,0,59.1,0.15,34,0.425,0.051,0.068,43,0.039,0.13,11,0.029,23,0,0.08,Fruit
9203,"Oranges, raw, Florida",46,0.7,0.21,11.54,9.14,2.4,11,0.051,0,45,0.18,17,0.4,0.04,0.1,43,0.039,0.09,10,0.024,12,0.5,0.08,Fruit
9205,"Oranges, raw, with peel",63,1.3,0.3,15.5,0,4.5,13,0.093,0,71,0,30,0.5,0.05,0.1,70,0.057,0.8,14,0,22,0.7,0.11,Fruit
9206,"Orange juice, raw",45,0.7,0.2,10.4,8.4,0.2,10,0.04,0,50,0.04,30,0.4,0.03,0.09,11,0.044,0.2,11,0.014,17,0.1,0.05,Fruit
9207,"Orange juice, canned, unsweetened",47,0.68,0.15,11.01,8.76,0.3,9,0.031,0,30.1,0.2,24,0.201,0.021,0.039,10,0.022,0.1,10,0.021,17,0.1,0.04,Fruit
9209,"Orange juice, chilled, includes from concentrate",49,0.68,0.12,11.54,8.31,0.3,2,0.076,0,33.6,0.2,19,0.28,0.039,0.046,11,0.042,0.13,11,0.023,17,0.1,0.07,Fruit
9210,"Orange juice, chilled, includes from concentrate, with added calcium and vitamin D",47,0.68,0.12,11.27,8.31,0.3,2,0.076,0,33.6,0.2,19,0.28,0.039,0.046,140,0.042,0.13,11,0.023,47,0.1,0.07,Fruit
9211,"Orange juice, chilled, includes from concentrate, with added calcium",47,0.68,0.12,11.27,8.31,0.3,2,0.076,0,33.6,0.2,19,0.28,0.039,0.046,140,0.042,0.13,11,0.023,47,0.1,0.07,Fruit
9213,"Orange juice, frozen concentrate, unsweetened, undiluted, with added calcium",147,2.4,0.25,33.86,29.68,1,13,0.26,0,144.8,0.6,77,1.093,0.175,0.275,578,0.059,0.33,35,0.116,313,0.4,0.16,Fruit
9214,"Orange juice, frozen concentrate, unsweetened, undiluted",148,2.4,0.25,35.19,29.68,1,13,0.26,0,144.8,0.6,77,1.093,0.175,0.275,38,0.059,0.33,35,0.116,61,0.4,0.16,Fruit
9215,"Orange juice, frozen concentrate, unsweetened, diluted with 3 volume water",37,0.6,0.06,8.8,7.42,0.2,3,0.065,0,36.2,0.15,19,0.273,0.044,0.069,12,0.021,0.08,10,0,15,0.1,0.04,Fruit
9216,"Orange peel, raw",97,1.5,0.2,25,0,10.6,21,0.176,0,136,0.25,30,0.9,0.09,0.12,161,0.092,0.8,22,0,21,1,0.25,Fruit
9217,"Orange-grapefruit juice, canned or bottled, unsweetened",43,0.6,0.1,10.28,10.18,0.1,6,0.023,0,29.1,0.14,14,0.336,0.03,0.056,8,0.076,0.46,10,0.017,14,0.1,0.07,Fruit
9218,"Tangerines, (mandarin oranges), raw",53,0.81,0.31,13.34,10.58,1.8,34,0.078,0,26.7,0.2,16,0.376,0.036,0.058,37,0.042,0.15,12,0.039,20,0.1,0.07,Fruit
9219,"Tangerines, (mandarin oranges), canned, juice pack",37,0.62,0.03,9.57,8.87,0.7,43,0.042,0,34.2,0.1,5,0.445,0.029,0.082,11,0.033,0.27,11,0.032,10,0.4,0.51,Fruit
9220,"Tangerines, (mandarin oranges), canned, light syrup pack",61,0.45,0.1,16.19,15.49,0.7,42,0.042,0,19.8,0.1,5,0.445,0.044,0.053,7,0.044,0.37,8,0.032,10,0.4,0.24,Fruit
9221,"Tangerine juice, raw",43,0.5,0.2,10.1,9.9,0.2,13,0.042,0,31,0.13,5,0.1,0.02,0.06,18,0.025,0.2,8,0.037,14,0.1,0.03,Fruit
9223,"Tangerine juice, canned, sweetened",50,0.5,0.2,12,11.8,0.2,13,0.032,0,22,0.15,5,0.1,0.02,0.06,18,0.025,0.2,8,0.037,14,0.1,0.03,Fruit
9226,"Papayas, raw",43,0.47,0.26,10.82,7.82,1.7,47,0.038,0,60.9,0.3,37,0.357,0.027,0.023,20,0.045,0.25,21,0.04,10,0.6,0.08,Fruit
9228,"Papaya, canned, heavy syrup, drained",206,0.14,0.55,55.83,52.2,1.5,0,0.015,0,3.5,0,0,0.06,0.015,0.015,21,0.01,0.29,6,0.01,6,0.4,0.05,Fruit
9229,"Papaya nectar, canned",57,0.17,0.15,14.51,13.91,0.6,18,0.009,0,3,0.24,2,0.15,0.004,0.006,10,0.013,0.34,3,0.013,0,0.3,0.15,Fruit
9231,"Passion-fruit, (granadilla), purple, raw",97,2.2,0.7,23.38,11.2,10.4,64,0.1,0,30,0.02,14,1.5,0.13,0,12,0.086,1.6,29,0,68,0.6,0.1,Fruit
9232,"Passion-fruit juice, purple, raw",51,0.39,0.05,13.6,13.4,0.2,36,0.05,0,29.8,0.01,7,1.46,0.131,0,4,0.053,0.24,17,0,13,0.1,0.05,Fruit
9233,"Passion-fruit juice, yellow, raw",60,0.67,0.18,14.45,14.25,0.2,47,0.06,0,18.2,0.01,8,2.24,0.101,0,4,0.05,0.36,17,0,25,0.1,0.06,Fruit
9236,"Peaches, raw",39,0.91,0.25,9.54,8.39,1.5,16,0.025,0,6.6,0.73,4,0.806,0.031,0.024,6,0.068,0.25,9,0.061,20,0.1,0.17,Fruit
9237,"Peaches, canned, water pack, solids and liquids",24,0.44,0.06,6.11,4.81,1.3,27,0.019,0,2.9,0.49,3,0.521,0.019,0.009,2,0.054,0.32,5,0.048,10,0.3,0.09,Fruit
9238,"Peaches, canned, juice pack, solids and liquids",44,0.63,0.03,11.57,10.27,1.3,19,0.019,0,3.6,0.49,3,0.582,0.017,0.008,6,0.05,0.27,7,0.048,17,0.3,0.11,Fruit
9239,"Peaches, canned, extra light syrup, solids and liquids",42,0.4,0.1,11.1,0,1,14,0.019,0,3,0,3,0.8,0.02,0.02,5,0.05,0.3,5,0.047,11,0,0.09,Fruit
9240,"Peaches, canned, light syrup pack, solids and liquids",54,0.45,0.03,14.55,13.25,1.3,18,0.019,0,2.4,0.49,3,0.593,0.025,0.009,3,0.052,0.36,5,0.046,11,0.3,0.09,Fruit
9241,"Peaches, canned, heavy syrup pack, solids and liquids",74,0.45,0.1,19.94,18.64,1.3,17,0.019,0,2.8,0.49,3,0.614,0.024,0.011,3,0.051,0.27,5,0.045,11,0.3,0.09,Fruit
9242,"Peaches, canned, extra heavy syrup pack, solids and liquids",96,0.47,0.03,26.06,0,1,7,0.019,0,1.2,0,3,0.52,0.021,0.011,3,0.05,0.29,5,0.044,11,0,0.09,Fruit
9243,"Peaches, spiced, canned, heavy syrup pack, solids and liquids",75,0.41,0.1,20.08,18.78,1.3,16,0.019,0,5.3,0.49,3,0.537,0.035,0.011,6,0.098,0.28,7,0,9,0.3,0.08,Fruit
9244,"Peaches, dehydrated (low-moisture), sulfured, uncooked",325,4.89,1.03,83.18,0,0,71,0.159,0,10.6,0,7,4.825,0.11,0.039,38,0.493,5.51,57,0.413,162,0,0.78,Fruit
9245,"Peaches, dehydrated (low-moisture), sulfured, stewed",133,2.01,0.42,34.14,0,0,20,0.054,0,6.8,0,3,2.03,0.06,0.008,16,0.202,2.26,23,0.17,66,0,0.32,Fruit
9246,"Peaches, dried, sulfured, uncooked",239,3.61,0.76,61.33,41.74,8.2,108,0.067,0,4.8,0.19,0,4.375,0.212,0.002,28,0.364,4.06,42,0.305,119,0.5,0.57,Fruit
9247,"Peaches, dried, sulfured, stewed, without added sugar",77,1.16,0.25,19.69,16.99,2.7,10,0.038,0,3.7,0.06,0,1.519,0.021,0.005,9,0.117,1.31,13,0.098,38,0.2,0.18,Fruit
9248,"Peaches, dried, sulfured, stewed, with added sugar",103,1.06,0.22,26.6,0,2.4,9,0.035,0,3.4,0,0,1.388,0.019,0.005,8,0.107,1.2,12,0.089,35,0.7,0.17,Fruit
9250,"Peaches, frozen, sliced, sweetened",94,0.63,0.13,23.98,22.18,1.8,14,0.018,0,94.2,0.62,3,0.653,0.035,0.013,3,0.024,0.37,5,0.029,11,0.4,0.05,Fruit
9251,"Peach nectar, canned, without added ascorbic acid",54,0.27,0.02,13.92,13.32,0.6,13,0.007,0,5.3,0.29,1,0.288,0.014,0.003,5,0.069,0.19,4,0.019,6,0.2,0.08,Fruit
9252,"Pears, raw",57,0.36,0.14,15.23,9.75,3.1,1,0.029,0,4.3,0.12,7,0.161,0.026,0.012,9,0.082,0.18,7,0.048,12,0.1,0.1,Fruit
9253,"Pears, canned, water pack, solids and liquids",29,0.19,0.03,7.81,6.1,1.6,0,0.014,0,1,0.08,1,0.054,0.01,0.008,4,0.051,0.21,4,0.034,7,0,0.09,Fruit
9254,"Pears, canned, juice pack, solids and liquids",50,0.34,0.07,12.94,9.7,1.6,0,0.014,0,1.6,0.08,1,0.2,0.011,0.011,9,0.053,0.29,7,0.034,12,0,0.09,Fruit
9255,"Pears, canned, extra light syrup pack, solids and liquids",47,0.3,0.1,12.2,0,1.6,0,0.014,0,2,0,1,0.4,0.02,0.01,7,0.07,0.2,5,0.033,7,0,0.07,Fruit
9256,"Pears, canned, light syrup pack, solids and liquids",57,0.19,0.03,15.17,12.1,1.6,0,0.014,0,0.7,0.08,1,0.154,0.016,0.01,5,0.049,0.28,4,0.033,7,0,0.08,Fruit
9257,"Pears, canned, heavy syrup pack, solids and liquids",74,0.2,0.13,19.17,15.2,1.6,0,0.014,0,1.1,0.08,1,0.242,0.022,0.01,5,0.049,0.22,4,0.032,7,0,0.08,Fruit
9258,"Pears, canned, extra heavy syrup pack, solids and liquids",97,0.19,0.13,25.25,0,1.6,0,0.014,0,1.1,0,1,0.238,0.022,0.01,5,0.048,0.22,4,0.032,7,0,0.08,Fruit
9259,"Pears, dried, sulfured, uncooked",262,1.87,0.63,69.7,62.2,7.5,0,0.072,0,7,0.06,0,1.372,0.145,0.008,34,0.371,2.1,33,0.327,59,0.2,0.39,Fruit
9260,"Pears, dried, sulfured, stewed, without added sugar",127,0.91,0.31,33.81,27.41,6.4,2,0.035,0,4,0.03,0,0.351,0.02,0.004,16,0.18,1.02,16,0.159,28,0.1,0.19,Fruit
9261,"Pears, dried, sulfured, stewed, with added sugar",140,0.86,0.29,37.14,0,5.8,2,0.033,0,3.8,0,0,0.333,0.019,0.004,15,0.171,0.97,15,0.151,27,2.4,0.18,Fruit
9262,"Pear nectar, canned, without added ascorbic acid",60,0.11,0.01,15.76,15.16,0.6,0,0.014,0,1.1,0.05,1,0.128,0.013,0.002,5,0.067,0.26,3,0.03,3,0,0.07,Fruit
9263,"Persimmons, japanese, raw",70,0.58,0.19,18.59,12.53,3.6,81,0.1,0,7.5,0.73,8,0.1,0.02,0.03,8,0.113,0.15,9,0.355,17,0.6,0.11,Fruit
9264,"Persimmons, japanese, dried",274,1.38,0.59,73.43,0,14.5,38,0,0,0,0,0,0.18,0.029,0,25,0.442,0.74,31,1.39,81,0,0.42,Fruit
9265,"Persimmons, native, raw",127,0.8,0.4,33.5,0,0,0,0,0,66,0,0,0,0,0,27,0,2.5,0,0,26,0,0,Fruit
9266,"Pineapple, raw, all varieties",50,0.54,0.12,13.12,9.85,1.4,3,0.112,0,47.8,0.02,18,0.5,0.032,0.079,13,0.11,0.29,12,0.927,8,0.1,0.12,Fruit
9267,"Pineapple, canned, water pack, solids and liquids",32,0.43,0.09,8.3,7.5,0.8,2,0.074,0,7.7,0.01,5,0.298,0.026,0.093,15,0.105,0.4,18,1.121,4,0.4,0.12,Fruit
9268,"Pineapple, canned, juice pack, solids and liquids",60,0.42,0.08,15.7,14.45,0.8,2,0.074,0,9.5,0.01,5,0.284,0.019,0.095,14,0.086,0.28,14,1.121,6,0.4,0.1,Fruit
9269,"Pineapple, canned, light syrup pack, solids and liquids",52,0.36,0.12,13.45,12.65,0.8,2,0.074,0,7.5,0.01,5,0.292,0.025,0.091,14,0.103,0.39,16,1.097,7,0.4,0.12,Fruit
9270,"Pineapple, canned, heavy syrup pack, solids and liquids",78,0.35,0.11,20.2,16.9,0.8,1,0.074,0,7.4,0.01,5,0.287,0.025,0.09,14,0.101,0.38,16,1.08,7,0.4,0.12,Fruit
9271,"Pineapple, canned, extra heavy syrup pack, solids and liquids",83,0.34,0.11,21.5,0,0.8,1,0.074,0,7.3,0,5,0.282,0.025,0.089,14,0.099,0.38,15,1.062,7,0,0.11,Fruit
9272,"Pineapple, frozen, chunks, sweetened",86,0.4,0.1,22.2,21.1,1.1,2,0.075,0,8,0.02,11,0.3,0.03,0.1,9,0.099,0.4,10,1.062,4,0.1,0.11,Fruit
9273,"Pineapple juice, canned or bottled, unsweetened, without added ascorbic acid",53,0.36,0.12,12.87,9.98,0.2,0,0.1,0,10,0.02,18,0.199,0.021,0.058,13,0.069,0.31,12,0.504,8,0.1,0.11,Fruit
9274,"Pineapple juice, frozen concentrate, unsweetened, undiluted",179,1.3,0.1,44.3,43.6,0.7,3,0.255,0,42,0.03,37,0.9,0.06,0.23,39,0.313,0.9,35,3.439,28,0.4,0.4,Fruit
9275,"Pineapple juice, frozen concentrate, unsweetened, diluted with 3 volume water",51,0.4,0.03,12.67,12.47,0.2,1,0.074,0,12,0.01,11,0.2,0.02,0.07,13,0.045,0.16,14,1.049,9,0.1,0.08,Fruit
9276,"Pitanga, (surinam-cherry), raw",33,0.8,0.4,7.49,0,0,75,0,0,26.3,0,0,0.3,0.04,0.03,9,0,0.2,12,0,11,0,0,Fruit
9277,"Plantains, raw",122,1.3,0.37,31.89,15,2.3,56,0.299,0,18.4,0.14,22,0.686,0.054,0.052,3,0.081,0.6,37,0,34,1.5,0.14,Fruit
9278,"Plantains, cooked",116,0.79,0.18,31.15,14,2.3,45,0.24,0,10.9,0.13,26,0.756,0.052,0.046,2,0.066,0.58,32,0,28,1.4,0.13,Fruit
9279,"Plums, raw",46,0.7,0.28,11.42,9.92,1.4,17,0.029,0,9.5,0.26,5,0.417,0.026,0.028,6,0.057,0.17,7,0.052,16,0,0.1,Fruit
9281,"Plums, canned, purple, water pack, solids and liquids",41,0.39,0.01,11.03,10.1,0.9,46,0.027,0,2.7,0.18,3,0.37,0.041,0.021,7,0.039,0.16,5,0.033,13,0,0.08,Fruit
9282,"Plums, canned, purple, juice pack, solids and liquids",58,0.51,0.02,15.15,14.22,0.9,50,0.027,0,2.8,0.18,3,0.473,0.059,0.023,10,0.054,0.34,8,0.033,15,0,0.11,Fruit
9283,"Plums, canned, purple, light syrup pack, solids and liquids",63,0.37,0.1,16.28,15.35,0.9,12,0.027,0,0.4,0.18,3,0.297,0.039,0.016,9,0.038,0.86,5,0.032,13,0,0.08,Fruit
9284,"Plums, canned, purple, heavy syrup pack, solids and liquids",89,0.36,0.1,23.24,22.31,0.9,13,0.027,0,0.4,0.18,3,0.291,0.038,0.016,9,0.037,0.84,5,0.031,13,0,0.07,Fruit
9285,"Plums, canned, purple, extra heavy syrup pack, solids and liquids",101,0.36,0.1,26.31,0,1,13,0.027,0,0.4,0,3,0.285,0.037,0.016,9,0.036,0.82,5,0.031,12,0,0.07,Fruit
9286,"Pomegranates, raw",83,1.67,1.17,18.7,13.67,4,0,0.075,0,10.2,0.6,38,0.293,0.053,0.067,10,0.158,0.3,12,0.119,36,0.5,0.35,Fruit
9287,"Prickly pears, raw",41,0.73,0.51,9.57,0,3.6,2,0.06,0,14,0,6,0.46,0.06,0.014,56,0.08,0.3,85,0,24,0.6,0.12,Fruit
9288,"Prunes, canned, heavy syrup pack, solids and liquids",105,0.87,0.2,27.8,0,3.8,40,0.203,0,2.8,0,0,0.866,0.122,0.034,17,0.118,0.41,15,0.098,26,0,0.19,Fruit
9289,"Prunes, dehydrated (low-moisture), uncooked",339,3.7,0.73,89.07,0,0,88,0.745,0,0,0,2,2.995,0.165,0.118,72,0.611,3.52,64,0.312,112,0,0.75,Fruit
9290,"Prunes, dehydrated (low-moisture), stewed",113,1.23,0.24,29.7,0,0,26,0.191,0,0,0,0,0.985,0.03,0.046,24,0.204,1.17,21,0.104,37,0,0.25,Fruit
9291,"Plums, dried (prunes), uncooked",240,2.18,0.38,63.88,38.13,7.1,39,0.205,0,0.6,0.43,4,1.882,0.186,0.051,43,0.281,0.93,41,0.299,69,0.3,0.44,Fruit
9292,"Plums, dried (prunes), stewed, without added sugar",107,0.96,0.16,28.08,24.98,3.1,17,0.218,0,2.9,0.19,0,0.723,0.1,0.024,19,0.123,0.41,18,0.131,30,0.1,0.19,Fruit
9293,"Plums, dried (prunes), stewed, with added sugar",124,1.09,0.22,32.88,0,3.8,14,0.203,0,2.7,0,0,0.675,0.093,0.022,21,0.18,1.04,19,0.092,33,1,0.22,Fruit
9294,"Prune juice, canned",71,0.61,0.03,17.45,16.45,1,0,0.218,0,4.1,0.12,0,0.785,0.07,0.016,12,0.068,1.18,14,0.151,25,0.6,0.21,Fruit
9295,"Pummelo, raw",38,0.76,0.04,9.62,0,1,0,0.036,0,61,0,0,0.22,0.027,0.034,4,0.048,0.11,6,0.017,17,0,0.08,Fruit
9296,"Quinces, raw",57,0.4,0.1,15.3,0,1.9,2,0.04,0,15,0,3,0.2,0.03,0.02,11,0.13,0.7,8,0,17,0.6,0.04,Fruit
9297,"Raisins, golden seedless",302,3.39,0.46,79.52,59.19,4,0,0.323,0,3.2,0.12,3,1.142,0.191,0.008,53,0.363,1.79,35,0.308,115,0.7,0.32,Fruit
9298,"Raisins, seedless",299,3.07,0.46,79.18,59.19,3.7,0,0.174,0,2.3,0.12,5,0.766,0.125,0.106,50,0.318,1.88,32,0.299,101,0.6,0.22,Fruit
9299,"Raisins, seeded",296,2.52,0.54,78.47,0,6.8,0,0.188,0,5.4,0,3,1.114,0.182,0.112,28,0.302,2.59,30,0.267,75,0.6,0.18,Fruit
9301,"Rambutan, canned, syrup pack",82,0.65,0.21,20.87,0,0.9,0,0.02,0,4.9,0,8,1.352,0.022,0.013,22,0.066,0.35,7,0.343,9,0,0.08,Fruit
9302,"Raspberries, raw",52,1.2,0.65,11.94,4.42,6.5,2,0.055,0,26.2,0.87,21,0.598,0.038,0.032,25,0.09,0.69,22,0.67,29,0.2,0.42,Fruit
9304,"Raspberries, canned, red, heavy syrup pack, solids and liquids",91,0.83,0.12,23.36,20.06,3.3,2,0.042,0,8.7,0.59,11,0.443,0.031,0.02,11,0.057,0.42,12,0.233,9,0.1,0.16,Fruit
9306,"Raspberries, frozen, red, sweetened",103,0.7,0.16,26.16,21.76,4.4,3,0.034,0,16.5,0.72,26,0.23,0.045,0.019,15,0.105,0.65,13,0.65,17,0.3,0.18,Fruit
9307,"Rhubarb, raw",21,0.9,0.2,4.54,1.1,1.8,5,0.024,0,8,0.27,7,0.3,0.03,0.02,86,0.021,0.22,12,0.196,14,1.1,0.1,Fruit
9309,"Rhubarb, frozen, uncooked",21,0.55,0.11,5.1,1.1,1.8,5,0.025,0,4.8,0.27,8,0.203,0.029,0.031,194,0.023,0.29,18,0.097,12,1.1,0.1,Fruit
9310,"Rhubarb, frozen, cooked, with sugar",116,0.39,0.05,31.2,28.7,2,4,0.02,0,3.3,0.19,5,0.2,0.023,0.018,145,0.027,0.21,12,0.073,8,0.9,0.08,Fruit
9311,"Roselle, raw",49,0.96,0.64,11.31,0,0,14,0,0,12,0,0,0.31,0.028,0.011,215,0,1.48,51,0,37,0,0,Fruit
9312,"Rose-apples, raw",25,0.6,0.3,5.7,0,0,17,0,0,22.3,0,0,0.8,0.03,0.02,29,0.016,0.07,5,0.029,8,0,0.06,Fruit
9313,"Sapodilla, raw",83,0.44,1.1,19.96,0,5.3,3,0.037,0,14.7,0,14,0.2,0.02,0,21,0.086,0.8,12,0,12,0.6,0.1,Fruit
9314,"Sapote, mamey, raw",124,1.45,0.46,32.1,20.14,5.4,7,0.72,0,23,2.11,0,1.432,0.116,0.013,18,0.213,0.78,11,0.204,26,0,0.19,Fruit
9315,"Soursop, raw",66,1,0.3,16.84,13.54,3.3,0,0.059,0,20.6,0.08,14,0.9,0.05,0.07,14,0.086,0.6,21,0,27,0.6,0.1,Fruit
9316,"Strawberries, raw",32,0.67,0.3,7.68,4.89,2,1,0.047,0,58.8,0.29,24,0.386,0.022,0.024,16,0.048,0.41,13,0.386,24,0.4,0.14,Fruit
9317,"Strawberries, canned, heavy syrup pack, solids and liquids",92,0.56,0.26,23.53,21.83,1.7,1,0.049,0,31.7,0.19,28,0.057,0.034,0.021,13,0.063,0.49,8,0.2,12,0.3,0.09,Fruit
9318,"Strawberries, frozen, unsweetened",35,0.43,0.11,9.13,4.56,2.1,2,0.028,0,41.2,0.29,17,0.462,0.037,0.022,16,0.049,0.75,11,0.29,13,0.7,0.13,Fruit
9319,"Strawberries, frozen, sweetened, whole",78,0.52,0.14,21,18.61,1.9,1,0.028,0,39.5,0.24,4,0.293,0.077,0.015,11,0.019,0.47,6,0.249,12,0.7,0.05,Fruit
9320,"Strawberries, frozen, sweetened, sliced",96,0.53,0.13,25.92,24.01,1.9,1,0.03,0,41.4,0.23,15,0.401,0.051,0.016,11,0.02,0.59,7,0.25,13,0.7,0.06,Fruit
9321,"Sugar-apples, (sweetsop), raw",94,2.06,0.29,23.64,0,4.4,0,0.2,0,36.3,0,14,0.883,0.113,0.11,24,0.086,0.6,21,0,32,0.6,0.1,Fruit
9322,"Tamarinds, raw",239,2.8,0.6,62.5,38.8,5.1,2,0.066,0,3.5,0.1,14,1.938,0.152,0.428,74,0.086,2.8,92,0,113,1.3,0.1,Fruit
9325,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",86,0.41,0.1,22.36,0,1.3,6,0.12,0,17.5,0,9,0.562,0.045,0.054,13,0.08,0.52,13,0,7,0.5,0.11,Fruit
9326,"Watermelon, raw",30,0.61,0.15,7.55,6.2,0.4,28,0.045,0,8.1,0.05,3,0.178,0.021,0.033,7,0.042,0.24,10,0.038,11,0.4,0.1,Fruit
